pair_id,pair_type,confidence,doc_a_id,doc_b_id,doc_id,folder_code,score,scenario_a,scenario_b,scenario,layout_a,layout_b,layout,items_a,items_b,ru_items,kk_items,mtime_delta_hours,earlier_mtime_doc,filename_lang_a,filename_lang_b,date_overlap,stem_similarity,kk_after_ru,relation,drift_score,source_language_hint
P287,separate_files,weak,dfa181428881,7fedd7ba14f7,,d1bc1f82,0.431,S_COMMISSION,S_COMMISSION,,bilingual_ru_after_kk,bilingual_ru_after_kk,,123,1,,,19.6,dfa181428881,ru,translation_marker,0.67,0.0,,,,ru_first
P288,separate_files,weak,5481452bab0c,8d0951f00a01,,d1bc1f82,0.384,S_CLINICAL,S_CLINICAL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,57,31,,,6.8,8d0951f00a01,ru,translation_marker,0.5,0.0,,,,ru_first
P289,separate_files,weak,222d10947704,d887bfed2e53,,d1bc1f82,0.397,S_COMMISSION,S_REGULATION,,ru_only_content,ru_only_content,,3,51,,,0.0,222d10947704,ru,ru,1.0,0.0,,,,unknown
P290,separate_files,weak,222d10947704,836159466270,,d1bc1f82,0.395,S_COMMISSION,S_REGULATION,,ru_only_content,ru_only_content,,3,0,,,0.0,222d10947704,ru,ru,1.0,0.0,,,,unknown
P291,separate_files,probable,ed01bf9c87e7,7fedd7ba14f7,,d1bc1f82,0.582,S_COMMISSION,S_COMMISSION,,bilingual_ru_after_kk,bilingual_ru_after_kk,,22,1,,,1342.0,7fedd7ba14f7,translation_marker,translation_marker,1.0,0.6,,,,unknown
P292,separate_files,probable,ed01bf9c87e7,0bd9febe2619,,d1bc1f82,0.552,S_COMMISSION,S_CLINICAL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,22,22,,,173.8,ed01bf9c87e7,translation_marker,translation_marker,0.67,0.0,,,,unknown
P293,separate_files,weak,ed01bf9c87e7,80b064b668cc,,mixed,0.433,S_COMMISSION,S_RESPONSIBILITY,,bilingual_ru_after_kk,bilingual_ru_after_kk,,22,22,,,1608.3,ed01bf9c87e7,translation_marker,translation_marker,0.5,0.25,,,,unknown
P294,separate_files,weak,d887bfed2e53,836159466270,,d1bc1f82,0.494,S_REGULATION,S_REGULATION,,ru_only_content,ru_only_content,,51,0,,,0.0,d887bfed2e53,ru,ru,1.0,0.12,,,,unknown
P295,separate_files,weak,0bd9febe2619,8d0951f00a01,,d1bc1f82,0.521,S_CLINICAL,S_CLINICAL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,22,31,,,1537.7,8d0951f00a01,translation_marker,translation_marker,0.33,1.0,,,,unknown
P296,separate_files,weak,8d0951f00a01,da503dc6091b,,mixed,0.395,S_CLINICAL,S_CLINICAL,,bilingual_ru_after_kk,bilingual_kk_after_ru,,31,8,,,1294.4,8d0951f00a01,translation_marker,translation_marker,0.5,1.0,,,,unknown
P297,separate_files,weak,8d0951f00a01,5794b1c57340,,mixed,0.393,S_CLINICAL,S_REGULATION,,bilingual_ru_after_kk,bilingual_kk_after_ru,,31,8,,,795.4,8d0951f00a01,translation_marker,translation_marker,0.5,1.0,,,,unknown
P298,separate_files,weak,8d0951f00a01,548982eb66ff,,mixed,0.421,S_CLINICAL,S_COMMISSION,,bilingual_ru_after_kk,bilingual_interleaved,,31,31,,,1940.8,8d0951f00a01,translation_marker,translation_marker,1.0,0.0,,,,unknown
P299,separate_files,probable,cae1543fa0e8,bbef6e765937,,776add7f,0.647,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1483.1,cae1543fa0e8,ru,ru,1.0,0.08,,,,unknown
P300,separate_files,high,cae1543fa0e8,7dd605aaab73,,776add7f,0.733,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,1726.5,cae1543fa0e8,ru,ru,1.0,0.43,,,,unknown
P301,separate_files,high,cae1543fa0e8,a268c4f62099,,776add7f,0.726,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1726.7,cae1543fa0e8,ru,ru,1.0,0.38,,,,unknown
P302,separate_files,high,cae1543fa0e8,f12ecc998794,,776add7f,0.77,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.1,cae1543fa0e8,ru,ru,1.0,0.38,,,,unknown
P303,separate_files,weak,cae1543fa0e8,374ed91605ce,,776add7f,0.433,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1726.2,cae1543fa0e8,ru,ru,1.0,0.09,,,,unknown
P304,separate_files,probable,cae1543fa0e8,24e3af34e643,,776add7f,0.68,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1004.4,cae1543fa0e8,ru,ru,1.0,0.22,,,,unknown
P305,separate_files,probable,cae1543fa0e8,7af847a64db1,,776add7f,0.715,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,658.4,7af847a64db1,ru,ru,1.0,0.38,,,,unknown
P306,separate_files,probable,cae1543fa0e8,1ca63137ead2,,776add7f,0.645,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1482.4,cae1543fa0e8,ru,ru,1.0,0.11,,,,unknown
P307,separate_files,probable,cae1543fa0e8,4b2fc9523a42,,776add7f,0.668,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1482.7,cae1543fa0e8,ru,ru,1.0,0.17,,,,unknown
P308,separate_files,weak,cae1543fa0e8,d1d5025231bf,,776add7f,0.505,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,319.0,d1d5025231bf,ru,ru,1.0,0.22,,,,unknown
P309,separate_files,weak,cae1543fa0e8,abe6f9947fae,,776add7f,0.473,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1184.6,abe6f9947fae,ru,ru,1.0,0.33,,,,unknown
P310,separate_files,weak,cae1543fa0e8,0da38e112dae,,776add7f,0.511,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1634.6,0da38e112dae,ru,ru,1.0,0.38,,,,unknown
P311,separate_files,weak,cae1543fa0e8,d44514213730,,776add7f,0.47,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,848.6,d44514213730,ru,ru,1.0,0.22,,,,unknown
P312,separate_files,probable,cae1543fa0e8,bc802c9e05da,,776add7f,0.638,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1482.6,cae1543fa0e8,ru,ru,1.0,0.09,,,,unknown
P313,separate_files,weak,cae1543fa0e8,98b67b068044,,776add7f,0.447,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,675.3,98b67b068044,ru,ru,1.0,0.11,,,,unknown
P314,separate_files,probable,cae1543fa0e8,e1340902c62f,,776add7f,0.693,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1726.9,cae1543fa0e8,ru,ru,1.0,0.3,,,,unknown
P315,separate_files,weak,cae1543fa0e8,e9220c5f12e9,,776add7f,0.512,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,4,,,501.1,e9220c5f12e9,ru,ru,1.0,0.38,,,,unknown
P316,separate_files,probable,cae1543fa0e8,533ef2be85c6,,776add7f,0.671,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1483.1,cae1543fa0e8,ru,ru,1.0,0.17,,,,unknown
P317,separate_files,weak,cae1543fa0e8,10a0a6d21c0e,,776add7f,0.462,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,533.4,10a0a6d21c0e,ru,ru,1.0,0.2,,,,unknown
P318,separate_files,probable,cae1543fa0e8,d07890a5782a,,776add7f,0.631,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1558.7,cae1543fa0e8,ru,ru,1.0,0.1,,,,unknown
P319,separate_files,weak,cae1543fa0e8,40162b1cfc11,,776add7f,0.519,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1727.1,cae1543fa0e8,ru,translation_marker,1.0,0.22,,,,ru_first
P320,separate_files,weak,cae1543fa0e8,f390e7283714,,776add7f,0.507,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,314.9,f390e7283714,ru,ru,1.0,0.25,,,,unknown
P321,separate_files,weak,cae1543fa0e8,c02cb48dad50,,776add7f,0.428,S_TRAVEL,S_ACCOUNTING,,kk_only_content,kk_only_content,,5,4,,,501.8,c02cb48dad50,ru,ru,0.5,0.33,,,,unknown
P322,separate_files,weak,cae1543fa0e8,94cf1fec0db3,,776add7f,0.428,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,6,,,721.3,cae1543fa0e8,ru,ru,1.0,0.1,,,,unknown
P323,separate_files,high,cae1543fa0e8,d3e7a06ab5e5,,776add7f,0.73,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1002.0,cae1543fa0e8,ru,ru,1.0,0.38,,,,unknown
P324,separate_files,probable,cae1543fa0e8,b4617c5b85dc,,776add7f,0.668,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1482.8,cae1543fa0e8,ru,ru,1.0,0.17,,,,unknown
P325,separate_files,weak,cae1543fa0e8,79093b1f4e79,,776add7f,0.407,S_TRAVEL,S_TRAINING,,kk_only_content,kk_only_content,,5,4,,,344.5,79093b1f4e79,ru,ru,0.5,0.2,,,,unknown
P326,separate_files,weak,cae1543fa0e8,5765fb78e037,,776add7f,0.46,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1002.1,cae1543fa0e8,ru,kk,1.0,0.0,,,,ru_first
P327,separate_files,probable,cae1543fa0e8,7157d3b5a9d4,,776add7f,0.675,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1482.2,cae1543fa0e8,ru,ru,1.0,0.18,,,,unknown
P328,separate_files,probable,cae1543fa0e8,985c095290d0,,776add7f,0.646,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1482.0,cae1543fa0e8,ru,ru,1.0,0.08,,,,unknown
P329,separate_files,high,cae1543fa0e8,245e5f440df1,,776add7f,0.787,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.0,cae1543fa0e8,ru,ru,1.0,0.44,,,,unknown
P330,separate_files,probable,cae1543fa0e8,8743a2282b7a,,776add7f,0.638,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,807.7,cae1543fa0e8,ru,ru,1.0,0.12,,,,unknown
P331,separate_files,high,cae1543fa0e8,178bc814788f,,776add7f,0.728,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,1004.6,cae1543fa0e8,ru,ru,1.0,0.38,,,,unknown
P332,separate_files,weak,cae1543fa0e8,d9d0e9127bc8,,mixed,0.457,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,725.6,cae1543fa0e8,ru,ru,1.0,0.0,,,,unknown
P333,separate_files,weak,cae1543fa0e8,bebf22cde596,,mixed,0.473,S_TRAVEL,S_TRAINING,,kk_only_content,kk_only_content,,5,5,,,501.3,bebf22cde596,ru,ru,1.0,0.0,,,,unknown
P334,separate_files,weak,cae1543fa0e8,bf1815a098ea,,mixed,0.52,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,165.9,bf1815a098ea,ru,ru,1.0,0.1,,,,unknown
P335,separate_files,probable,bbef6e765937,7dd605aaab73,,776add7f,0.688,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,243.4,bbef6e765937,ru,ru,1.0,0.1,,,,unknown
P336,separate_files,probable,bbef6e765937,a268c4f62099,,776add7f,0.692,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,243.6,bbef6e765937,ru,ru,1.0,0.09,,,,unknown
P337,separate_files,probable,bbef6e765937,f12ecc998794,,776add7f,0.652,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1482.9,f12ecc998794,ru,ru,1.0,0.09,,,,unknown
P338,separate_files,weak,bbef6e765937,374ed91605ce,,776add7f,0.446,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,243.1,bbef6e765937,ru,ru,1.0,0.0,,,,unknown
P339,separate_files,probable,bbef6e765937,24e3af34e643,,776add7f,0.668,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,478.7,24e3af34e643,ru,ru,1.0,0.09,,,,unknown
P340,separate_files,probable,bbef6e765937,7af847a64db1,,776add7f,0.643,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,2141.4,7af847a64db1,ru,ru,1.0,0.09,,,,unknown
P341,separate_files,probable,bbef6e765937,1ca63137ead2,,776add7f,0.695,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.6,1ca63137ead2,ru,ru,1.0,0.1,,,,unknown
P342,separate_files,high,bbef6e765937,4b2fc9523a42,,776add7f,0.742,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.3,4b2fc9523a42,ru,ru,1.0,0.25,,,,unknown
P343,separate_files,weak,bbef6e765937,d1d5025231bf,,776add7f,0.448,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1802.0,d1d5025231bf,ru,ru,1.0,0.09,,,,unknown
P344,separate_files,weak,bbef6e765937,abe6f9947fae,,776add7f,0.413,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2667.7,abe6f9947fae,ru,ru,1.0,0.08,,,,unknown
P345,separate_files,weak,bbef6e765937,0da38e112dae,,776add7f,0.443,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,3117.6,0da38e112dae,ru,ru,1.0,0.09,,,,unknown
P346,separate_files,weak,bbef6e765937,d44514213730,,776add7f,0.418,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2331.7,d44514213730,ru,ru,1.0,0.0,,,,unknown
P347,separate_files,probable,bbef6e765937,bc802c9e05da,,776add7f,0.69,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.4,bc802c9e05da,ru,ru,1.0,0.08,,,,unknown
P348,separate_files,weak,bbef6e765937,98b67b068044,,776add7f,0.399,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2158.4,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P349,separate_files,probable,bbef6e765937,e1340902c62f,,776add7f,0.674,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,243.8,bbef6e765937,ru,ru,1.0,0.08,,,,unknown
P350,separate_files,weak,bbef6e765937,e9220c5f12e9,,776add7f,0.429,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,4,,,1984.1,e9220c5f12e9,ru,ru,1.0,0.09,,,,unknown
P351,separate_files,high,bbef6e765937,533ef2be85c6,,776add7f,0.822,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.0,bbef6e765937,ru,ru,1.0,0.5,,,,unknown
P352,separate_files,weak,bbef6e765937,10a0a6d21c0e,,776add7f,0.468,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2016.5,10a0a6d21c0e,ru,ru,1.0,0.18,,,,unknown
P353,separate_files,probable,bbef6e765937,d07890a5782a,,776add7f,0.703,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,75.7,bbef6e765937,ru,ru,1.0,0.2,,,,unknown
P354,separate_files,weak,bbef6e765937,40162b1cfc11,,776add7f,0.499,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,244.1,bbef6e765937,ru,translation_marker,1.0,0.0,,,,ru_first
P355,separate_files,weak,bbef6e765937,f390e7283714,,776add7f,0.42,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1798.0,f390e7283714,ru,ru,1.0,0.0,,,,unknown
P356,separate_files,weak,bbef6e765937,94cf1fec0db3,,776add7f,0.457,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,6,,,761.8,94cf1fec0db3,ru,ru,1.0,0.2,,,,unknown
P357,separate_files,probable,bbef6e765937,d3e7a06ab5e5,,776add7f,0.686,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,481.0,d3e7a06ab5e5,ru,ru,1.0,0.2,,,,unknown
P358,separate_files,high,bbef6e765937,b4617c5b85dc,,776add7f,0.742,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.2,b4617c5b85dc,ru,ru,1.0,0.25,,,,unknown
P359,separate_files,weak,bbef6e765937,5765fb78e037,,776add7f,0.495,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,481.0,5765fb78e037,ru,kk,1.0,0.06,,,,ru_first
P360,separate_files,probable,bbef6e765937,7157d3b5a9d4,,776add7f,0.695,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.9,7157d3b5a9d4,ru,ru,1.0,0.08,,,,unknown
P361,separate_files,probable,bbef6e765937,985c095290d0,,776add7f,0.698,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1.1,985c095290d0,ru,ru,1.0,0.08,,,,unknown
P362,separate_files,probable,bbef6e765937,245e5f440df1,,776add7f,0.649,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1483.0,245e5f440df1,ru,ru,1.0,0.08,,,,unknown
P363,separate_files,probable,bbef6e765937,8743a2282b7a,,776add7f,0.641,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,675.3,8743a2282b7a,ru,ru,1.0,0.11,,,,unknown
P364,separate_files,probable,bbef6e765937,178bc814788f,,776add7f,0.676,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,478.4,178bc814788f,ru,ru,1.0,0.09,,,,unknown
P365,separate_files,weak,bbef6e765937,d9d0e9127bc8,,mixed,0.46,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,757.4,d9d0e9127bc8,ru,ru,1.0,0.0,,,,unknown
P366,separate_files,weak,bbef6e765937,bebf22cde596,,mixed,0.461,S_TRAVEL,S_TRAINING,,kk_only_content,kk_only_content,,5,5,,,1984.3,bebf22cde596,ru,ru,1.0,0.0,,,,unknown
P367,separate_files,weak,bbef6e765937,bf1815a098ea,,mixed,0.46,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,1648.9,bf1815a098ea,ru,ru,1.0,0.0,,,,unknown
P368,separate_files,high,7dd605aaab73,a268c4f62099,,776add7f,0.811,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.2,7dd605aaab73,ru,ru,1.0,0.5,,,,unknown
P369,separate_files,probable,7dd605aaab73,f12ecc998794,,776add7f,0.701,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1726.4,f12ecc998794,ru,ru,1.0,0.29,,,,unknown
P370,separate_files,weak,7dd605aaab73,374ed91605ce,,776add7f,0.463,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,0.3,374ed91605ce,ru,ru,1.0,0.0,,,,unknown
P371,separate_files,probable,7dd605aaab73,24e3af34e643,,776add7f,0.699,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,722.1,24e3af34e643,ru,ru,1.0,0.29,,,,unknown
P372,separate_files,probable,7dd605aaab73,7af847a64db1,,776add7f,0.692,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,2384.8,7af847a64db1,ru,ru,1.0,0.29,,,,unknown
P373,separate_files,probable,7dd605aaab73,1ca63137ead2,,776add7f,0.689,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,244.0,1ca63137ead2,ru,ru,1.0,0.14,,,,unknown
P374,separate_files,high,7dd605aaab73,4b2fc9523a42,,776add7f,0.733,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,243.7,4b2fc9523a42,ru,ru,1.0,0.2,,,,unknown
P375,separate_files,weak,7dd605aaab73,d1d5025231bf,,776add7f,0.497,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2045.5,d1d5025231bf,ru,ru,1.0,0.29,,,,unknown
P376,separate_files,weak,7dd605aaab73,abe6f9947fae,,776add7f,0.455,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2911.1,abe6f9947fae,ru,ru,1.0,0.25,,,,unknown
P377,separate_files,weak,7dd605aaab73,0da38e112dae,,776add7f,0.491,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,3361.0,0da38e112dae,ru,ru,1.0,0.29,,,,unknown
P378,separate_files,weak,7dd605aaab73,d44514213730,,776add7f,0.418,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2575.1,d44514213730,ru,ru,1.0,0.0,,,,unknown
P379,separate_files,probable,7dd605aaab73,bc802c9e05da,,776add7f,0.679,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,243.8,bc802c9e05da,ru,ru,1.0,0.11,,,,unknown
P380,separate_files,weak,7dd605aaab73,98b67b068044,,776add7f,0.399,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2401.8,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P381,separate_files,high,7dd605aaab73,e1340902c62f,,776add7f,0.766,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.4,7dd605aaab73,ru,ru,1.0,0.38,,,,unknown
P382,separate_files,weak,7dd605aaab73,e9220c5f12e9,,776add7f,0.531,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,4,,,2227.5,e9220c5f12e9,ru,ru,1.0,0.5,,,,unknown
P383,separate_files,probable,7dd605aaab73,533ef2be85c6,,776add7f,0.71,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,243.4,533ef2be85c6,ru,ru,1.0,0.2,,,,unknown
P384,separate_files,weak,7dd605aaab73,10a0a6d21c0e,,776add7f,0.43,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2259.9,10a0a6d21c0e,ru,ru,1.0,0.11,,,,unknown
P385,separate_files,probable,7dd605aaab73,d07890a5782a,,776add7f,0.678,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,167.7,d07890a5782a,ru,ru,1.0,0.12,,,,unknown
P386,separate_files,weak,7dd605aaab73,40162b1cfc11,,776add7f,0.547,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,0.7,7dd605aaab73,ru,translation_marker,1.0,0.12,,,,ru_first
P387,separate_files,weak,7dd605aaab73,f390e7283714,,776add7f,0.456,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2041.4,f390e7283714,ru,ru,1.0,0.14,,,,unknown
P388,separate_files,weak,7dd605aaab73,c02cb48dad50,,776add7f,0.407,S_CLINICAL,S_ACCOUNTING,,kk_only_content,kk_only_content,,5,4,,,2228.3,c02cb48dad50,ru,ru,0.5,0.25,,,,unknown
P389,separate_files,weak,7dd605aaab73,94cf1fec0db3,,776add7f,0.438,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,6,,,1005.2,94cf1fec0db3,ru,ru,1.0,0.12,,,,unknown
P390,separate_files,high,7dd605aaab73,d3e7a06ab5e5,,776add7f,0.744,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,724.4,d3e7a06ab5e5,ru,ru,1.0,0.5,,,,unknown
P391,separate_files,high,7dd605aaab73,b4617c5b85dc,,776add7f,0.733,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,243.6,b4617c5b85dc,ru,ru,1.0,0.2,,,,unknown
P392,separate_files,weak,7dd605aaab73,79093b1f4e79,,776add7f,0.397,S_CLINICAL,S_TRAINING,,kk_only_content,kk_only_content,,5,4,,,2070.9,79093b1f4e79,ru,ru,0.5,0.25,,,,unknown
P393,separate_files,weak,7dd605aaab73,5765fb78e037,,776add7f,0.463,S_CLINICAL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,724.4,5765fb78e037,ru,kk,1.0,0.0,,,,ru_first
P394,separate_files,probable,7dd605aaab73,7157d3b5a9d4,,776add7f,0.715,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,244.3,7157d3b5a9d4,ru,ru,1.0,0.22,,,,unknown
P395,separate_files,probable,7dd605aaab73,985c095290d0,,776add7f,0.687,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,244.5,985c095290d0,ru,ru,1.0,0.1,,,,unknown
P396,separate_files,high,7dd605aaab73,245e5f440df1,,776add7f,0.724,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1726.4,245e5f440df1,ru,ru,1.0,0.38,,,,unknown
P397,separate_files,probable,7dd605aaab73,8743a2282b7a,,776add7f,0.652,S_CLINICAL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,918.7,8743a2282b7a,ru,ru,1.0,0.17,,,,unknown
P398,separate_files,high,7dd605aaab73,178bc814788f,,776add7f,0.762,S_CLINICAL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,721.8,178bc814788f,ru,ru,1.0,0.5,,,,unknown
P399,separate_files,weak,7dd605aaab73,d9d0e9127bc8,,mixed,0.46,S_CLINICAL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,1000.8,d9d0e9127bc8,ru,ru,1.0,0.0,,,,unknown
P400,separate_files,weak,7dd605aaab73,bebf22cde596,,mixed,0.461,S_CLINICAL,S_TRAINING,,kk_only_content,kk_only_content,,5,5,,,2227.7,bebf22cde596,ru,ru,1.0,0.0,,,,unknown
P401,separate_files,weak,7dd605aaab73,bf1815a098ea,,mixed,0.491,S_CLINICAL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,1892.4,bf1815a098ea,ru,ru,1.0,0.12,,,,unknown
P402,separate_files,probable,a268c4f62099,f12ecc998794,,776add7f,0.698,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1726.6,f12ecc998794,ru,ru,1.0,0.25,,,,unknown
P403,separate_files,weak,a268c4f62099,374ed91605ce,,776add7f,0.472,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,0.5,374ed91605ce,ru,ru,1.0,0.0,,,,unknown
P404,separate_files,high,a268c4f62099,24e3af34e643,,776add7f,0.744,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,722.3,24e3af34e643,ru,ru,1.0,0.43,,,,unknown
P405,separate_files,probable,a268c4f62099,7af847a64db1,,776add7f,0.692,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,2385.0,7af847a64db1,ru,ru,1.0,0.25,,,,unknown
