pair_id,pair_type,confidence,doc_a_id,doc_b_id,doc_id,folder_code,score,scenario_a,scenario_b,scenario,layout_a,layout_b,layout,items_a,items_b,ru_items,kk_items,mtime_delta_hours,earlier_mtime_doc,filename_lang_a,filename_lang_b,date_overlap,stem_similarity,kk_after_ru,relation,drift_score,source_language_hint
P691,separate_files,weak,d44514213730,d07890a5782a,,776add7f,0.436,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2407.3,d44514213730,ru,ru,1.0,0.0,,,,unknown
P692,separate_files,probable,d44514213730,40162b1cfc11,,776add7f,0.708,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,2575.7,d44514213730,ru,translation_marker,1.0,0.11,,,,ru_first
P693,separate_files,probable,d44514213730,f390e7283714,,776add7f,0.671,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,533.7,d44514213730,ru,ru,1.0,0.12,,,,unknown
P694,separate_files,weak,d44514213730,94cf1fec0db3,,776add7f,0.409,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,6,,,1569.9,d44514213730,ru,ru,1.0,0.0,,,,unknown
P695,separate_files,weak,d44514213730,d3e7a06ab5e5,,776add7f,0.427,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,1850.6,d44514213730,ru,ru,1.0,0.0,,,,unknown
P696,separate_files,weak,d44514213730,b4617c5b85dc,,776add7f,0.418,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2331.4,d44514213730,ru,ru,1.0,0.0,,,,unknown
P697,separate_files,probable,d44514213730,5765fb78e037,,776add7f,0.684,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,1850.7,d44514213730,ru,kk,1.0,0.0,,,,ru_first
P698,separate_files,weak,d44514213730,7157d3b5a9d4,,776add7f,0.415,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2330.8,d44514213730,ru,ru,1.0,0.0,,,,unknown
P699,separate_files,weak,d44514213730,985c095290d0,,776add7f,0.418,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2330.6,d44514213730,ru,ru,1.0,0.0,,,,unknown
P700,separate_files,weak,d44514213730,245e5f440df1,,776add7f,0.44,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,848.6,d44514213730,ru,ru,1.0,0.09,,,,unknown
P701,separate_files,weak,d44514213730,8743a2282b7a,,776add7f,0.406,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,1656.4,d44514213730,ru,ru,1.0,0.0,,,,unknown
P702,separate_files,weak,d44514213730,178bc814788f,,776add7f,0.43,S_TRAVEL,S_CLINICAL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,1853.2,d44514213730,ru,ru,1.0,0.0,,,,unknown
P703,separate_files,weak,d44514213730,8270f1e6031f,,mixed,0.478,S_TRAVEL,S_TRAINING,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,2235.8,d44514213730,ru,ru,1.0,0.0,,,,unknown
P704,separate_files,weak,d44514213730,6f34a6dde40b,,mixed,0.4,S_TRAVEL,S_DISCIPLINE,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,2692.0,d44514213730,ru,translation_marker,0.33,0.0,,,,ru_first
P705,separate_files,weak,bc802c9e05da,98b67b068044,,776add7f,0.408,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2158.0,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P706,separate_files,probable,bc802c9e05da,e1340902c62f,,776add7f,0.67,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,244.2,bc802c9e05da,ru,ru,1.0,0.08,,,,unknown
P707,separate_files,weak,bc802c9e05da,e9220c5f12e9,,776add7f,0.441,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,4,,,1983.7,e9220c5f12e9,ru,ru,1.0,0.1,,,,unknown
P708,separate_files,probable,bc802c9e05da,533ef2be85c6,,776add7f,0.685,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.5,bc802c9e05da,ru,ru,1.0,0.08,,,,unknown
P709,separate_files,weak,bc802c9e05da,10a0a6d21c0e,,776add7f,0.434,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2016.1,10a0a6d21c0e,ru,ru,1.0,0.09,,,,unknown
P710,separate_files,probable,bc802c9e05da,d07890a5782a,,776add7f,0.688,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,76.1,bc802c9e05da,ru,ru,1.0,0.1,,,,unknown
P711,separate_files,weak,bc802c9e05da,40162b1cfc11,,776add7f,0.51,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,244.5,bc802c9e05da,ru,translation_marker,1.0,0.0,,,,ru_first
P712,separate_files,weak,bc802c9e05da,f390e7283714,,776add7f,0.428,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1797.5,f390e7283714,ru,ru,1.0,0.0,,,,unknown
P713,separate_files,weak,bc802c9e05da,94cf1fec0db3,,776add7f,0.44,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,6,,,761.3,94cf1fec0db3,ru,ru,1.0,0.1,,,,unknown
P714,separate_files,probable,bc802c9e05da,d3e7a06ab5e5,,776add7f,0.671,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,480.6,d3e7a06ab5e5,ru,ru,1.0,0.1,,,,unknown
P715,separate_files,probable,bc802c9e05da,b4617c5b85dc,,776add7f,0.688,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.2,bc802c9e05da,ru,ru,1.0,0.08,,,,unknown
P716,separate_files,weak,bc802c9e05da,5765fb78e037,,776add7f,0.49,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,480.5,5765fb78e037,ru,kk,1.0,0.0,,,,ru_first
P717,separate_files,probable,bc802c9e05da,7157d3b5a9d4,,776add7f,0.665,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.5,7157d3b5a9d4,ru,ru,1.0,0.0,,,,unknown
P718,separate_files,probable,bc802c9e05da,985c095290d0,,776add7f,0.669,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.6,985c095290d0,ru,ru,1.0,0.0,,,,unknown
P719,separate_files,probable,bc802c9e05da,245e5f440df1,,776add7f,0.664,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1482.6,245e5f440df1,ru,ru,1.0,0.18,,,,unknown
P720,separate_files,probable,bc802c9e05da,8743a2282b7a,,776add7f,0.659,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,674.9,8743a2282b7a,ru,ru,1.0,0.12,,,,unknown
P721,separate_files,probable,bc802c9e05da,178bc814788f,,776add7f,0.667,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,478.0,178bc814788f,ru,ru,1.0,0.1,,,,unknown
P722,separate_files,weak,bc802c9e05da,d9d0e9127bc8,,mixed,0.47,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,757.0,d9d0e9127bc8,ru,ru,1.0,0.0,,,,unknown
P723,separate_files,weak,bc802c9e05da,bebf22cde596,,mixed,0.472,S_TRAVEL,S_TRAINING,,kk_only_content,kk_only_content,,5,5,,,1983.9,bebf22cde596,ru,ru,1.0,0.0,,,,unknown
P724,separate_files,weak,bc802c9e05da,bf1815a098ea,,mixed,0.47,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,1648.5,bf1815a098ea,ru,ru,1.0,0.0,,,,unknown
P725,separate_files,probable,98b67b068044,6bf94e291af4,,776add7f,0.603,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,172.4,98b67b068044,ru,ru,0.67,0.0,,,,unknown
P726,separate_files,weak,98b67b068044,e1340902c62f,,776add7f,0.396,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2402.2,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P727,separate_files,weak,98b67b068044,e9220c5f12e9,,776add7f,0.463,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,4,,,174.3,98b67b068044,ru,ru,1.0,0.12,,,,unknown
P728,separate_files,weak,98b67b068044,533ef2be85c6,,776add7f,0.397,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2158.4,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P729,separate_files,high,98b67b068044,10a0a6d21c0e,,776add7f,0.728,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,141.9,98b67b068044,ru,ru,1.0,0.25,,,,unknown
P730,separate_files,weak,98b67b068044,d07890a5782a,,776add7f,0.449,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2234.1,98b67b068044,ru,ru,1.0,0.12,,,,unknown
P731,separate_files,probable,98b67b068044,40162b1cfc11,,776add7f,0.691,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,2402.5,98b67b068044,ru,translation_marker,1.0,0.12,,,,ru_first
P732,separate_files,probable,98b67b068044,f390e7283714,,776add7f,0.667,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,360.4,98b67b068044,ru,ru,1.0,0.14,,,,unknown
P733,separate_files,weak,98b67b068044,94cf1fec0db3,,776add7f,0.425,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,6,,,1396.6,98b67b068044,ru,ru,1.0,0.12,,,,unknown
P734,separate_files,weak,98b67b068044,d3e7a06ab5e5,,776add7f,0.427,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,1677.4,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P735,separate_files,weak,98b67b068044,b4617c5b85dc,,776add7f,0.399,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2158.2,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P736,separate_files,probable,98b67b068044,5765fb78e037,,776add7f,0.663,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,1677.4,98b67b068044,ru,kk,1.0,0.0,,,,ru_first
P737,separate_files,weak,98b67b068044,7157d3b5a9d4,,776add7f,0.397,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2157.5,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P738,separate_files,weak,98b67b068044,985c095290d0,,776add7f,0.4,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,2157.3,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P739,separate_files,weak,98b67b068044,245e5f440df1,,776add7f,0.427,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,675.4,98b67b068044,ru,ru,1.0,0.1,,,,unknown
P740,separate_files,weak,98b67b068044,8743a2282b7a,,776add7f,0.39,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,1483.1,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P741,separate_files,weak,98b67b068044,178bc814788f,,776add7f,0.437,S_TRAVEL,S_CLINICAL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,1680.0,98b67b068044,ru,ru,1.0,0.12,,,,unknown
P742,separate_files,weak,98b67b068044,8270f1e6031f,,mixed,0.495,S_TRAVEL,S_TRAINING,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,2062.5,98b67b068044,ru,ru,1.0,0.0,,,,unknown
P743,separate_files,weak,98b67b068044,6f34a6dde40b,,mixed,0.401,S_TRAVEL,S_DISCIPLINE,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,2518.7,98b67b068044,ru,translation_marker,0.33,0.0,,,,ru_first
P744,separate_files,weak,64d277e3179f,40162b1cfc11,,776add7f,0.403,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,3,10,,,2718.3,64d277e3179f,ru,translation_marker,0.5,0.1,,,,ru_first
P745,separate_files,weak,64d277e3179f,c02cb48dad50,,776add7f,0.437,S_TRAVEL,S_ACCOUNTING,,kk_only_content,kk_only_content,,3,4,,,489.4,64d277e3179f,ru,ru,1.0,0.09,,,,unknown
P746,separate_files,weak,64d277e3179f,79093b1f4e79,,776add7f,0.406,S_TRAVEL,S_TRAINING,,kk_only_content,kk_only_content,,3,4,,,646.7,64d277e3179f,ru,ru,1.0,0.0,,,,unknown
P747,separate_files,weak,64d277e3179f,96c40cc11b61,,776add7f,0.462,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,3,4,,,1798.8,64d277e3179f,ru,ru,1.0,0.18,,,,unknown
P748,separate_files,weak,64d277e3179f,f3d064acf70f,,mixed,0.45,S_TRAVEL,S_CLINICAL,,kk_only_content,bilingual_interleaved,,3,3,,,3144.9,64d277e3179f,ru,ru,1.0,0.0,,,,unknown
P749,separate_files,weak,64d277e3179f,ab6b9685c485,,mixed,0.451,S_TRAVEL,S_EPID,,kk_only_content,bilingual_interleaved,,3,3,,,3193.4,64d277e3179f,ru,ru,1.0,0.0,,,,unknown
P750,separate_files,weak,64d277e3179f,8b9a53947225,,mixed,0.491,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,3,3,,,3142.4,64d277e3179f,ru,translation_marker,1.0,0.0,,,,ru_first
P751,separate_files,weak,6bf94e291af4,e9220c5f12e9,,776add7f,0.407,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,4,,,1.9,6bf94e291af4,ru,ru,0.67,0.0,,,,unknown
P752,separate_files,probable,6bf94e291af4,10a0a6d21c0e,,776add7f,0.617,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,30.5,10a0a6d21c0e,ru,ru,0.67,0.0,,,,unknown
P753,separate_files,probable,6bf94e291af4,40162b1cfc11,,776add7f,0.652,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,2230.0,6bf94e291af4,ru,translation_marker,0.67,0.11,,,,ru_first
P754,separate_files,probable,6bf94e291af4,f390e7283714,,776add7f,0.638,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,188.0,6bf94e291af4,ru,ru,0.67,0.12,,,,unknown
P755,separate_files,weak,6bf94e291af4,b4617c5b85dc,,776add7f,0.382,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,kk_only_content,,10,5,,,1985.7,6bf94e291af4,ru,ru,0.67,0.08,,,,unknown
P756,separate_files,probable,6bf94e291af4,5765fb78e037,,776add7f,0.628,S_TRAVEL,S_TRAVEL,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,1505.0,6bf94e291af4,ru,kk,0.67,0.0,,,,ru_first
P757,separate_files,weak,6bf94e291af4,8270f1e6031f,,mixed,0.42,S_TRAVEL,S_TRAINING,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,1890.1,6bf94e291af4,ru,ru,0.67,0.0,,,,unknown
P758,separate_files,weak,6bf94e291af4,6f34a6dde40b,,mixed,0.385,S_TRAVEL,S_DISCIPLINE,,bilingual_ru_after_kk,bilingual_ru_after_kk,,10,10,,,2346.3,6bf94e291af4,ru,translation_marker,0.25,0.0,,,,ru_first
P759,separate_files,weak,e1340902c62f,e9220c5f12e9,,776add7f,0.49,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,4,,,2227.9,e9220c5f12e9,ru,ru,1.0,0.33,,,,unknown
P760,separate_files,probable,e1340902c62f,533ef2be85c6,,776add7f,0.69,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,243.8,533ef2be85c6,ru,ru,1.0,0.15,,,,unknown
P761,separate_files,weak,e1340902c62f,10a0a6d21c0e,,776add7f,0.42,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2260.3,10a0a6d21c0e,ru,ru,1.0,0.08,,,,unknown
P762,separate_files,probable,e1340902c62f,d07890a5782a,,776add7f,0.667,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,168.1,d07890a5782a,ru,ru,1.0,0.09,,,,unknown
P763,separate_files,weak,e1340902c62f,40162b1cfc11,,776add7f,0.537,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,0.3,e1340902c62f,ru,translation_marker,1.0,0.09,,,,ru_first
P764,separate_files,weak,e1340902c62f,f390e7283714,,776add7f,0.443,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2041.8,f390e7283714,ru,ru,1.0,0.1,,,,unknown
P765,separate_files,weak,e1340902c62f,94cf1fec0db3,,776add7f,0.43,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,6,,,1005.6,94cf1fec0db3,ru,ru,1.0,0.09,,,,unknown
P766,separate_files,probable,e1340902c62f,d3e7a06ab5e5,,776add7f,0.701,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,724.8,d3e7a06ab5e5,ru,ru,1.0,0.33,,,,unknown
P767,separate_files,probable,e1340902c62f,b4617c5b85dc,,776add7f,0.694,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,244.0,b4617c5b85dc,ru,ru,1.0,0.15,,,,unknown
P768,separate_files,weak,e1340902c62f,79093b1f4e79,,776add7f,0.406,S_TRAVEL,S_TRAINING,,kk_only_content,kk_only_content,,5,4,,,2071.3,79093b1f4e79,ru,ru,0.5,0.3,,,,unknown
P769,separate_files,weak,e1340902c62f,5765fb78e037,,776add7f,0.476,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,724.8,5765fb78e037,ru,kk,1.0,0.06,,,,ru_first
P770,separate_files,probable,e1340902c62f,7157d3b5a9d4,,776add7f,0.693,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,244.7,7157d3b5a9d4,ru,ru,1.0,0.17,,,,unknown
P771,separate_files,probable,e1340902c62f,985c095290d0,,776add7f,0.675,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,244.9,985c095290d0,ru,ru,1.0,0.08,,,,unknown
P772,separate_files,probable,e1340902c62f,245e5f440df1,,776add7f,0.69,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1726.8,245e5f440df1,ru,ru,1.0,0.27,,,,unknown
P773,separate_files,probable,e1340902c62f,8743a2282b7a,,776add7f,0.638,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,919.1,8743a2282b7a,ru,ru,1.0,0.11,,,,unknown
P774,separate_files,probable,e1340902c62f,178bc814788f,,776add7f,0.71,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,722.2,178bc814788f,ru,ru,1.0,0.33,,,,unknown
P775,separate_files,weak,e1340902c62f,d9d0e9127bc8,,mixed,0.457,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,1001.2,d9d0e9127bc8,ru,ru,1.0,0.0,,,,unknown
P776,separate_files,weak,e1340902c62f,bebf22cde596,,mixed,0.479,S_TRAVEL,S_TRAINING,,kk_only_content,kk_only_content,,5,5,,,2228.1,bebf22cde596,ru,ru,1.0,0.08,,,,unknown
P777,separate_files,weak,e1340902c62f,bf1815a098ea,,mixed,0.495,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,5,5,,,1892.8,bf1815a098ea,ru,ru,1.0,0.09,,,,unknown
P778,separate_files,weak,e9220c5f12e9,533ef2be85c6,,776add7f,0.449,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,5,,,1984.1,e9220c5f12e9,ru,ru,1.0,0.18,,,,unknown
P779,separate_files,weak,e9220c5f12e9,10a0a6d21c0e,,776add7f,0.47,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,4,10,,,32.4,10a0a6d21c0e,ru,ru,1.0,0.1,,,,unknown
P780,separate_files,weak,e9220c5f12e9,d07890a5782a,,776add7f,0.446,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,5,,,2059.8,e9220c5f12e9,ru,ru,1.0,0.11,,,,unknown
P781,separate_files,weak,e9220c5f12e9,40162b1cfc11,,776add7f,0.491,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,4,10,,,2228.2,e9220c5f12e9,ru,translation_marker,1.0,0.11,,,,ru_first
P782,separate_files,weak,e9220c5f12e9,f390e7283714,,776add7f,0.484,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,4,10,,,186.2,e9220c5f12e9,ru,ru,1.0,0.12,,,,unknown
P783,separate_files,probable,e9220c5f12e9,c02cb48dad50,,776add7f,0.628,S_TRAVEL,S_ACCOUNTING,,kk_only_content,kk_only_content,,4,4,,,0.8,c02cb48dad50,ru,ru,0.5,0.22,,,,unknown
P784,separate_files,weak,e9220c5f12e9,94cf1fec0db3,,776add7f,0.457,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,6,,,1222.3,e9220c5f12e9,ru,ru,1.0,0.11,,,,unknown
P785,separate_files,weak,e9220c5f12e9,d3e7a06ab5e5,,776add7f,0.524,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,5,,,1503.1,e9220c5f12e9,ru,ru,1.0,0.43,,,,unknown
P786,separate_files,weak,e9220c5f12e9,b4617c5b85dc,,776add7f,0.452,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,5,,,1983.9,e9220c5f12e9,ru,ru,1.0,0.18,,,,unknown
P787,separate_files,probable,e9220c5f12e9,79093b1f4e79,,776add7f,0.62,S_TRAVEL,S_TRAINING,,kk_only_content,kk_only_content,,4,4,,,156.6,e9220c5f12e9,ru,ru,0.5,0.22,,,,unknown
P788,separate_files,weak,e9220c5f12e9,5765fb78e037,,776add7f,0.459,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,4,10,,,1503.1,e9220c5f12e9,ru,kk,1.0,0.0,,,,ru_first
P789,separate_files,weak,e9220c5f12e9,7157d3b5a9d4,,776add7f,0.453,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,5,,,1983.2,e9220c5f12e9,ru,ru,1.0,0.2,,,,unknown
P790,separate_files,weak,e9220c5f12e9,985c095290d0,,776add7f,0.43,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,5,,,1983.1,e9220c5f12e9,ru,ru,1.0,0.09,,,,unknown
P791,separate_files,weak,e9220c5f12e9,245e5f440df1,,776add7f,0.505,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,5,,,501.1,e9220c5f12e9,ru,ru,1.0,0.33,,,,unknown
P792,separate_files,weak,e9220c5f12e9,8743a2282b7a,,776add7f,0.448,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,5,,,1308.8,e9220c5f12e9,ru,ru,1.0,0.14,,,,unknown
P793,separate_files,weak,e9220c5f12e9,96c40cc11b61,,776add7f,0.531,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,4,4,,,1308.6,e9220c5f12e9,ru,ru,0.5,0.0,,,,unknown
P794,separate_files,weak,e9220c5f12e9,178bc814788f,,776add7f,0.516,S_TRAVEL,S_CLINICAL,,kk_only_content,kk_only_content,,4,5,,,1505.7,e9220c5f12e9,ru,ru,1.0,0.43,,,,unknown
P795,separate_files,weak,e9220c5f12e9,7234011f4958,,mixed,0.407,S_TRAVEL,S_EPID,,kk_only_content,bilingual_ru_after_kk,,4,4,,,1480.0,e9220c5f12e9,ru,translation_marker,0.33,0.0,,,,ru_first
P796,separate_files,weak,e9220c5f12e9,577d99dbacd4,,mixed,0.388,S_TRAVEL,S_EPID,,kk_only_content,bilingual_ru_after_kk,,4,4,,,1481.3,e9220c5f12e9,ru,translation_marker,0.33,0.0,,,,ru_first
P797,separate_files,weak,533ef2be85c6,10a0a6d21c0e,,776add7f,0.439,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,2016.5,10a0a6d21c0e,ru,ru,1.0,0.08,,,,unknown
P798,separate_files,probable,533ef2be85c6,d07890a5782a,,776add7f,0.672,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,75.6,533ef2be85c6,ru,ru,1.0,0.08,,,,unknown
P799,separate_files,weak,533ef2be85c6,40162b1cfc11,,776add7f,0.517,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,244.0,533ef2be85c6,ru,translation_marker,1.0,0.08,,,,ru_first
P800,separate_files,weak,533ef2be85c6,f390e7283714,,776add7f,0.44,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,1798.0,f390e7283714,ru,ru,1.0,0.09,,,,unknown
P801,separate_files,weak,533ef2be85c6,94cf1fec0db3,,776add7f,0.425,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,6,,,761.8,94cf1fec0db3,ru,ru,1.0,0.08,,,,unknown
P802,separate_files,probable,533ef2be85c6,d3e7a06ab5e5,,776add7f,0.679,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,481.1,d3e7a06ab5e5,ru,ru,1.0,0.18,,,,unknown
P803,separate_files,high,533ef2be85c6,b4617c5b85dc,,776add7f,0.76,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.3,b4617c5b85dc,ru,ru,1.0,0.33,,,,unknown
P804,separate_files,weak,533ef2be85c6,5765fb78e037,,776add7f,0.477,S_TRAVEL,S_TRAVEL,,kk_only_content,bilingual_ru_after_kk,,5,10,,,481.0,5765fb78e037,ru,kk,1.0,0.0,,,,ru_first
P805,separate_files,probable,533ef2be85c6,7157d3b5a9d4,,776add7f,0.718,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,0.9,7157d3b5a9d4,ru,ru,1.0,0.15,,,,unknown
P806,separate_files,probable,533ef2be85c6,985c095290d0,,776add7f,0.714,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1.1,985c095290d0,ru,ru,1.0,0.15,,,,unknown
P807,separate_files,probable,533ef2be85c6,245e5f440df1,,776add7f,0.665,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,1483.1,245e5f440df1,ru,ru,1.0,0.15,,,,unknown
P808,separate_files,probable,533ef2be85c6,8743a2282b7a,,776add7f,0.635,S_TRAVEL,S_TRAVEL,,kk_only_content,kk_only_content,,5,5,,,675.4,8743a2282b7a,ru,ru,1.0,0.1,,,,unknown
